Variable,Count,Missing_Count,Mean,Median,Mode,Min,Max,Range,Variance,Standard_Deviation,CV_Percent,Q1_25_Percentile,Q2_50_Percentile,Q3_75_Percentile,IQR,Lower_Bound_IQR,Upper_Bound_IQR,Outlier_Count_IQR
spectral_rolloff_mean,8732,0,5417.982096233309,4449.665272136621,1138.3262567934783,195.6712805706522,44127.91278295606,43932.241502385405,11711837.07118541,3422.256137577287,63.164773836305386,2998.20452727224,4449.665272136621,7092.725033967392,4094.520506695152,-3143.576232770488,13234.50579401012,245
spectral_rolloff_std,8732,0,1202.5346223127262,832.7208713543378,36.06089172949539,36.06089172949539,21334.61158804723,21298.550696317736,1804194.2034298321,1343.202964346726,111.69765422333246,461.922280633792,832.7208713543378,1476.5962009372074,1014.6739203034153,-1060.088599821331,2998.6070813923307,545
mfcc_1_mean,8732,0,-283.19937754884205,-269.7861633300781,-350.9206848144531,-804.807861328125,101.03741455078125,905.8452758789062,16146.4261226363,127.06858826097148,-44.86895040546358,-366.84798431396484,-269.7861633300781,-185.62424087524414,181.2237434387207,-638.6835994720459,86.21137428283691,86
mfcc_2_mean,8732,0,151.10731604010033,157.77699279785156,122.1896743774414,-60.99418640136719,304.8770446777344,365.87123107910156,2714.7839097645024,52.103588261889435,34.48118173713202,122.56596565246582,157.77699279785156,186.8843536376953,64.31838798522949,26.088383674621582,283.36193561553955,204
mfcc_3_mean,8732,0,-30.758439501251218,-30.309460639953613,-51.840240478515625,-192.4462890625,87.93460083007812,280.3808898925781,1473.0920048996886,38.38088072074022,-124.78162528101899,-53.20293712615967,-30.309460639953613,-4.6037917137146,48.59914541244507,-126.10165524482727,68.294926404953,187
mfcc_4_mean,8732,0,21.107100352476404,22.968046188354492,-87.4692611694336,-87.4692611694336,95.06310272216797,182.53236389160156,690.6306839037981,26.27985319410666,124.50716941336455,5.157498240470886,22.968046188354492,38.17228889465332,33.014790654182434,-44.364687740802765,87.69447487592697,148
mfcc_5_mean,8732,0,-10.065408887670067,-9.903080940246582,-86.25835418701172,-86.25835418701172,70.66703033447266,156.92538452148438,337.3397365942159,18.36681073551464,-182.47456154527046,-20.97774362564087,-9.903080940246582,2.14923357963562,23.12697720527649,-55.6682094335556,36.839699387550354,173
mfcc_6_mean,8732,0,9.063671989661904,9.604995727539062,-65.54084014892578,-65.54084014892578,73.38933563232422,138.93017578125,245.41482109040876,15.665721211945806,172.840778327087,-0.0997639112174511,9.604995727539062,19.698078632354736,19.797842543572187,-29.796527726575732,49.39484244771302,145
mfcc_7_mean,8732,0,-3.1731206814384243,-2.425939202308655,-59.20176696777344,-59.20176696777344,51.703067779541016,110.90483474731445,184.31855524187282,13.576396990434274,-427.8563078250111,-11.309386730194092,-2.425939202308655,5.713263034820557,17.02264976501465,-36.843361377716064,31.24723768234253,143
mfcc_8_mean,8732,0,6.624033167887973,7.339274168014526,12.217190742492676,-47.06949234008789,50.78776550292969,97.85725784301758,137.3189478281304,11.718316765992052,176.90607019904695,-0.17870086804032326,7.339274168014526,13.874813556671143,14.053514424711466,-21.258972505107522,34.95508519373834,238
mfcc_9_mean,8732,0,-0.37707446964111774,-0.060972074046730995,-42.44196701049805,-42.44196701049805,49.14752197265625,91.5894889831543,120.98785948247335,10.999448144451309,-2917.0492913296625,-7.312315583229065,-0.060972074046730995,6.729313254356384,14.04162883758545,-28.37475883960724,27.791756510734558,126
mfcc_10_mean,8732,0,2.765089425123405,2.960383653640747,-3.379613161087036,-32.42529296875,35.43727111816406,67.86256408691406,86.16346354959079,9.282427675430107,335.70081282329,-3.1492598056793213,2.960383653640747,8.435579538345337,11.584839344024658,-20.52651882171631,25.812838554382324,142
mfcc_11_mean,8732,0,-1.0380238609520718,-0.44586941599845886,9.033401489257812,-46.614986419677734,37.0885124206543,83.70349884033203,81.44985201969408,9.024957175504717,-869.4363891815607,-6.047202467918396,-0.44586941599845886,4.7268747091293335,10.77407717704773,-22.20831823348999,20.887990474700928,242
mfcc_12_mean,8732,0,1.5583044218925532,1.931256651878357,-6.328719615936279,-49.352420806884766,40.046329498291016,89.39875030517578,58.17348783656374,7.627154635679267,489.45215893157285,-3.3628953099250793,1.931256651878357,6.655879974365234,10.018775284290314,-18.39105823636055,21.684042900800705,116
mfcc_13_mean,8732,0,0.0966484028443878,0.3832264095544815,-2.4019086360931396,-29.216123580932617,26.021648406982422,55.23777198791504,50.075399203072216,7.076397332193284,7321.79438452479,-3.767574965953827,0.3832264095544815,4.505373954772949,8.272948920726776,-16.17699834704399,16.914797335863113,289
mfcc_1_std,8732,0,36.393682651655205,24.217981338500977,21.50226593017578,3.2829952239990234,232.15220642089844,228.8692111968994,1252.9823170284828,35.39749026454394,97.26273266531888,12.6845543384552,24.217981338500977,45.52280521392822,32.83825087547302,-36.57282197475433,94.78018152713776,774
mfcc_2_std,8732,0,16.266356280431037,12.710119724273682,11.189606666564941,3.049720287322998,93.59859466552734,90.54887437820435,153.93540486000435,12.407070760659195,76.2744313893168,8.12607717514038,12.710119724273682,19.239247798919678,11.113170623779297,-8.543678760528564,35.90900373458862,666
mfcc_3_std,8732,0,13.038516307936531,10.278178691864014,6.399958610534668,2.774336576461792,89.64309692382812,86.86876034736633,82.56864867271932,9.086729261550568,69.69143610319746,6.641505718231201,10.278178691864014,16.419041633605957,9.777535915374756,-8.024798154830933,31.08534550666809,492
mfcc_4_std,8732,0,9.799432184081311,8.24910831451416,8.05416202545166,2.3018438816070557,49.33462905883789,47.032785177230835,31.361756141481596,5.600156796151479,57.147768268131436,5.770922541618347,8.24910831451416,12.003054857254028,6.232132315635681,-3.5772759318351746,21.35125333070755,419
mfcc_5_std,8732,0,9.035628707131496,7.607206344604492,6.563132286071777,2.1396899223327637,44.133453369140625,41.99376344680786,25.58574983311902,5.058235841982758,55.981005925912775,5.5040576457977295,7.607206344604492,10.9052894115448,5.40123176574707,-2.597790002822876,19.007137060165405,501
mfcc_6_std,8732,0,7.604081942300102,6.765186071395874,6.6389546394348145,2.2158844470977783,34.419044494628906,32.20316004753113,12.062835347949523,3.4731592747741247,45.6749322420315,5.042221307754517,6.765186071395874,9.184541702270508,4.142320394515991,-1.1712592840194702,15.398022294044495,311
mfcc_7_std,8732,0,7.420588524473735,6.457892417907715,3.8439786434173584,2.0932772159576416,36.83031463623047,34.73703742027283,12.939982557938132,3.5972187253401944,48.47619179363281,4.901886463165283,6.457892417907715,8.938344240188599,4.036457777023315,-1.15280020236969,14.993030905723572,368
mfcc_8_std,8732,0,6.955218298059508,6.073324203491211,4.363862991333008,2.1067583560943604,34.16464614868164,32.05788779258728,10.816414420254157,3.288831771351973,47.28581664028504,4.72208845615387,6.073324203491211,8.1355459690094,3.41345751285553,-0.39809781312942505,13.255732238292694,474
mfcc_9_std,8732,0,6.719686534185777,5.865042686462402,7.652073383331299,1.5622506141662598,32.54759216308594,30.985341548919678,10.219900503372273,3.1968579110389426,47.5745095366462,4.657875895500183,5.865042686462402,7.710859656333923,3.0529837608337402,0.07840025424957275,12.290335297584534,504
mfcc_10_std,8732,0,6.468591396408893,5.6219213008880615,4.5357208251953125,2.0791006088256836,37.75944900512695,35.68034839630127,10.928555399989625,3.305836565831654,51.105972896462816,4.484077453613281,5.6219213008880615,7.202974319458008,2.7188968658447266,0.4057321548461914,11.281319618225098,547
mfcc_11_std,8732,0,6.285380773898171,5.516523361206055,4.2831950187683105,2.0042450428009033,32.64857482910156,30.64432978630066,8.3468530501559,2.8890920805948537,45.965267412161076,4.457500100135803,5.516523361206055,7.127716779708862,2.670216679573059,0.4521750807762146,11.133041799068451,515
mfcc_12_std,8732,0,6.131564283188035,5.365061044692993,4.847966194152832,1.7232344150543213,33.04277038574219,31.319535970687866,8.116323317890577,2.8489161654725077,46.46312154442989,4.388985753059387,5.365061044692993,6.877301573753357,2.4883158206939697,0.6565120220184326,10.609775304794312,544
mfcc_13_std,8732,0,5.975582736678698,5.290076494216919,1.749798059463501,1.749798059463501,34.59835433959961,32.84855628013611,7.45325261878366,2.7300645814309337,45.68700161531588,4.3211575746536255,5.290076494216919,6.708264231681824,2.3871066570281982,0.7404975891113281,10.288924217224121,493
